Country_Name,Country_Code,pop_1990,emissions_90,pop_1991,emissions_91,pop_1992,emissions_92,pop_1993,emissions_93,pop_1994,emissions_94,pop_1995,emissions_95,pop_1996,emissions_96,pop_1997,emissions_97,pop_1998,emissions_98,pop_1999,emissions_99,pop_2000,emissions_00,pop_2001,emissions_01,pop_2002,emissions_02,pop_2003,emissions_03,pop_2004,emissions_04,pop_2005,emissions_05,pop_2006,emissions_06,pop_2007,emissions_07,pop_2008,emissions_08,pop_2009,emissions_09,pop_2010,emissions_10,pop_2011,emissions_11,pop_2012,emissions_12
Germany,DEU,79433029,115486,80013896,109165,80624598,102501,81156363,97864.8,81438348,94533.2,81678051,92567.9,81914831,89067.1,82034771,86764,82047195,83020.1,82100243,80165.7,82211508,76208.1,82349925,72517,82488495,68773.2,82534176,66316.7,82516260,63719.1,82469422,61764,82376451,60063.7,82266372,59594.5,82110097,57668.8,81902307,58669.3,81776930,57229.7,80274983,57212.63424,80425823,55720.81848
Djibouti,DJI,590398,417.598,606844,426.421,615054,432.697,618495,444.674,622366,461.055,630388,489.385,643682,510.57,660953,520.461,680612,533.015,700099,553.419,717584,560.647,732711,568.698,746221,572.888,758615,578.238,770752,585.847,783254,590.597,796208,596.296,809402,602.611,822934,608.952,836840,615.884,851146,621.61,865937,627.8261,881185,634.0422
Dominica,DMA,70926,36.3508,70842,36.3629,70970,36.5863,71210,36.7972,71373,37.0278,71368,37.2943,71145,37.4822,70753,37.6209,70290,37.801,69903,38.0761,69676,38.1384,69670,38.3377,69824,38.4424,70093,38.4745,70379,38.5698,70627,38.6835,70807,38.8951,70950,39.1296,71074,39.3035,71229,39.566,71440,39.8197,71718,40.217897,72044,40.616094
Denmark,DNK,5140939,7981.26,5154298,8132.72,5171370,8183.57,5188628,8329.16,5206180,8199.82,5233373,8201.11,5263074,8204.4,5284991,8267.02,5304219,8235.8,5321799,8068.54,5339616,8129.1,5358783,8257.54,5375931,8107.79,5390574,8054.53,5404523,7963.01,5419432,7956.82,5437272,7845.84,5461438,7816.61,5493621,7863.95,5523095,7659.64,5547683,7763,5570572,7633.268462,5591572,7602.607924
"Dominican Republic",DOM,7183647,6003.02,7325622,6270.91,7468551,7003.66,7611465,6815.3,7753052,6718.43,7892423,6761.38,8029113,6970.82,8163472,6948.17,8296375,6956.29,8429112,6222.55,8562622,6236.76,8697126,6586.18,8832285,6719.89,8967760,6640.31,9102998,6721.98,9237566,6692.43,9371338,6742.77,9504353,6724.89,9636520,6730.43,9767758,6954.39,9897985,6726.43,10027095,6793.6943,10154950,6860.9586
Algeria,DZA,25912367,32299.4,26554329,33404.8,27181094,37487.3,27786259,37397,28362253,36376.5,28904298,39603,29411415,40620.6,29886839,41836.6,30335732,42815.6,30765613,45719.1,31183660,45052.6,31592153,42262.7,31995046,42247.1,32403514,45121.9,32831096,44789.9,33288437,46737.3,33777915,47475.3,34300076,46547.4,34860715,47436.8,35465760,47045.8,36117637,47575.5,36819558,48051.255,37565847,48527.01
"East Asia & Pacific (excluding high income)",EAP,1604526529,1582121.375,1629001649,1752148.612,1651934416,1764651.861,1674021645,1594042.944,1695931765,1732550.95,1717381821,1646380.874,1738422945,1639227.71,1759201938,2346325.314,1779221736,1717445.974,1798083668,1629127.58,1815956211,1572386.949,1833033752,1641942.748,1849372898,1800365.926,1865072190,1738493.077,1880346879,1918618.522,1895491197,2049232.14,1910175419,2326075.925,1924328623,2103493.163,1938363936,2197375.076,1952308448,2335369.008,1966231608,2325773.588,1980303926,2387623.194,1994651365,2449473.999
"Europe & Central Asia (excluding high income)",ECA,385427446,1049338.58,387397109,994396.43,389011005,957076.21,390265543,927885.33,390918548,865939.49,391384579,822530.93,391791161,829930.05,392200932,770373.27,392498014,810146.42,392517924,767033.03,392657969,799141.03,392446165,795333.86,392134307,824473.44,392280391,853751.06,392625999,833173.61,393027492,853546.98,393571334,856329.24,394257705,873929.42,395304586,902903.72,397043992,885428.58,399053204,927300.76,401241932,928540.6884,403439691,936280.8119
"Europe & Central Asia",ECS,842848473,1739768.707,846178276,1672101.329,849656745,1615354.256,852762016,1557983.524,854723055,1484952.861,856352860,1436084.526,857652705,1452402.925,859112733,1384011.152,860236341,1403940.551,861380108,1347097.021,862304086,1378611.883,863615632,1362271.9,865196877,1379328.634,867457664,1400142.371,870030756,1368943.102,872661616,1381825.409,875343235,1378142.134,878465990,1390279.955,881965815,1413303.56,885591814,1394170.44,889016507,1436300.498,891098854,1431212.486,894679968,1432389.806
Ecuador,ECU,10218091,10987.2,10460990,11385.6,10705667,11984.8,10951202,12625.4,11196479,13789.4,11440583,14257.7,11683479,14535.6,11924993,13883.5,12163885,13643.3,12398691,13615.4,12628596,12850.3,12852755,13291.9,13072060,12961.8,13289601,14226.8,13509647,15334.9,13735233,15134.3,13967480,15134.6,14205453,14932.4,14447562,14780,14691275,15488.9,14934690,15476.8,15177355,15631.568,15419666,15786.336
"Egypt, Arab Rep.",EGY,57412215,26993.4,58752390,28154.1,60035536,29170,61275601,30346.4,62495745,30731.9,63714386,31508.1,64933456,31851.3,66151117,32661.9,67378056,31934,68626664,34649,69905988,35956.5,71226940,36709,72590118,39558.3,73981942,41953.9,75381899,43511,76778149,47959.3,78159048,49735.3,79537253,50232.2,80953881,52003.1,82465022,50895.5,84107606,50957.6,85897561,51467.176,87813257,51976.752
"Euro area",EMU,311539698,392976.18,312708142,386794.906,314162056,376930.264,315449104,367619.416,316366779,362037.384,317181449,359600.16,318003015,371658.882,318761764,367650.585,319433983,362181.116,320258902,356930.819,321310787,352961.295,322547880,347076.291,324125338,340219.878,325885964,335580.051,327682507,330208.618,329380413,326534.541,330922791,322608.419,332645166,321012.439,334274730,317568.17,335360887,317961.486,336151474,317055.19,335429120,313613.1661,336180504,308804.6824
Spain,ESP,38867322,32809,38966376,32752.5,39157685,32800.6,39361262,32388,39549108,32813.1,39724050,32669.6,39889852,32780.8,40057389,34068.4,40223509,34447.1,40386875,34519.9,40567864,35113.6,40850412,35629.3,41431558,36121.5,42187645,35996.6,42921895,36127.1,43653155,36314.9,44397319,36073.1,45226803,36302.2,45954106,36484.2,46362946,36836,46576897,36823.6,46742697,37064.10279,46773055,37208.10558
Estonia,EST,1569174,3407.55,1561314,3265.54,1533091,2876.06,1494128,2386.58,1462514,2209.61,1436634,2109.85,1415594,2232.42,1399535,2253.59,1386156,2172.74,1390244,2083.91,1396985,2136.19,1388115,2156.4,1379350,2085.12,1370720,2187.09,1362550,2256.76,1354775,2212.28,1346810,2221.86,1340680,2253.78,1337090,2251.95,1334515,2230.35,1331475,2321.56,1327439,2232.612613,1322696,2234.878225
Ethiopia,ETH,48086516,39981.3,49821083,38988.6,51647768,41972.3,53532956,40207,55431123,40452.1,57309880,41854,59155148,43071.1,60976450,44544.9,62794151,46980.3,64640054,48255.8,66537331,46191.8,68492257,46830.3,70497192,52417.6,72545144,50938.2,74624405,50999,76727083,52959.6,78850689,58429.7,81000409,58801.7,83184892,60262.2,85416253,62142.6,87702670,63216.7,90046756,63848.867,92444183,64481.034
"European Union",EUU,478005307,723147.58,478976405,705193.636,480438474,681839.214,482099286,650623.986,483262845,639928.214,484271344,633465.45,485000716,642389.462,485892094,631708.845,486565871,611247.286,487539366,596872.789,488178832,595781.105,489155665,581838.681,490390251,568911.708,492200117,561676.101,494162543,551675.658,496115006,544631.481,497973712,538722.909,499916647,532665.669,501808477,526660.84,503317964,524429.636,504421126,524765.64,504015371,518455.6135,505117542,512009.3873
"Fragile and conflict affected situations",FCS,259301889,422443.0379,266530173,352320.1572,274337650,479268.9239,282512676,359664.5069,290750580,380121.6687,298837493,407333.1959,306691898,368775.6364,314393550,383184.7276,321885559,376394.6897,329495037,388622.7222,337602457,388861.8079,346168747,419009.6766,355076801,387108.7679,364275678,379721.2851,373680882,414540.8874,383230416,407678.3404,392932365,524046.8547,402796842,723229.4696,412832401,532135.0074,423028631,511416.7426,433388814,526608.2954,443918286,531874.3784,454618893,537140.4613
Finland,FIN,4986431,10068.6,5013740,9800.66,5041992,9699.45,5066447,9841.08,5088333,10135.9,5107790,10203,5124573,9998.77,5139835,10153.1,5153498,10373.8,5165474,10300.5,5176209,10342.7,5188008,10263.4,5200598,9912.66,5213014,10028.9,5228172,10082.1,5246096,9759.9,5266268,9802.92,5288720,9668.94,5313399,9516.14,5338871,8507.66,5363352,8895.55,5388272,8548.189613,5413971,8551.563226
Fiji,FJI,728628,635.201,735473,646.859,744531,650.755,755026,688.064,765667,711.017,775498,734.493,784476,733.788,792860,729.066,800315,717.331,806494,705.884,811223,704.812,814218,717.243,815691,696.958,816628,688.843,818354,692.606,821817,696.368,827411,699.988,834812,703.696,843340,707.061,851967,704.557,859950,700.595,867086,707.60095,873596,714.6069
France,FRA,58512808,75749.5,58559311,76743.8,58851217,75582.1,59106768,74425.3,59327192,73754.6,59541899,74225,59753100,89094.1,59964851,87244.1,60186288,86242.5,60496718,86240.1,60912500,85646.7,61357430,85318.1,61805267,83934.8,62244886,83341.7,62704895,82963.7,63179351,82911.6,63621381,83231.6,64016227,83077.9,64374989,82892.6,64707044,83638.8,65027507,83756.9,65342775,82447.18675,65659789,81178.5035
"Faroe Islands",FRO,47594,33.1291,47457,33.5249,47101,33.9007,46640,34.2361,46250,34.4653,46040,34.6663,46058,34.8553,46251,35.0364,46580,35.2059,46937,35.3786,47258,35.553,47526,35.7164,47769,35.8831,47974,36.0519,48143,36.2262,48285,36.4144,48383,36.644,48448,36.9227,48485,37.239,48517,37.5735,48550,37.941,48608,38.32041,48666,38.69982
"Micronesia, Fed. Sts.",FSM,96331,21.1901,98799,21.8691,101413,22.5776,103934,23.2696,106057,23.565,107556,27.1545,108344,27.3877,108502,27.5759,108238,27.6765,107816,27.7621,107432,27.8322,107165,27.9822,106983,28.1382,106816,28.3019,106577,28.4973,106196,28.646,105684,28.811,105078,29.0178,104478,29.254,103960,29.6316,103616,29.7743,103468,30.072043,103503,30.369786
Gabon,GAB,952212,3478.5,978223,3350.19,1004676,3687.44,1031504,3539.6,1058663,3636.06,1086137,3983.63,1113994,4245.68,1142324,4048.04,1171224,4683.56,1200773,4202.04,1231122,4082.01,1262259,4526.54,1294409,4155.5,1328146,4542.76,1364205,4451.39,1403126,4297.98,1444844,3525.15,1489193,3158.59,1536411,5247.7,1586754,3467.78,1640210,3817.58,1697101,3855.7558,1756817,3893.9316
"United Kingdom",GBR,57247586,117496,57424897,117228,57580402,113254,57718614,109061,57865745,104099,58019030,104042,58166950,103571,58316954,99823.3,58487141,95210.7,58682466,90860.1,58892514,86355.4,59119673,79457.3,59370479,75188.1,59647577,70993.1,59987905,67625.8,60401206,64805.1,60846820,63013.5,61322463,61771,61806995,61175.8,62276270,60726.9,62766365,61177.1,63258918,59856.64561,63700300,58980.03122
Georgia,GEO,4802000,5035.23,4835900,4850.64,4873500,4841.69,4911100,4637.55,4861600,3986.66,4734000,4116.25,4616100,4362.7,4531600,4080.54,4487300,4085.33,4452500,4046.44,4418300,4137.41,4386400,4185.87,4357000,4210.1,4301000,4269.92,4245000,4329.9,4190000,4413.11,4136000,4527.67,4082000,4653.34,4030000,4708.22,3978000,4821.49,3926000,4862.59,3875000,4940.892046,3825000,5019.192092
Ghana,GHA,14628260,7924.72,15039514,7114.7,15463854,8050.4,15896432,8086.01,16330174,8381.36,16760467,8983.21,17185608,9083.59,17608812,9326.67,18036494,9041.54,18477612,8655.3,18938762,9627.91,19421605,9748.84,19924522,9243.07,20446782,9140.1,20986536,8786.07,21542009,9975.34,22113425,11069,22700212,16676.1,23298640,22497.5,23903831,20037,24512104,20664.5,25121796,20871.145,25733049,21077.79
Gibraltar,GIB,29164,4.88389,29212,5.02328,29379,5.25167,29623,5.31216,29895,5.43133,30147,5.47264,30382,5.51471,30594,5.58602,30801,5.659,30991,5.72702,31180,5.7897,31374,5.82586,31544,5.83843,31720,5.87704,31896,5.872,32085,5.87459,32296,5.96599,32510,6.09866,32732,6.17776,32956,6.31274,33189,6.47457,33405,6.5393157,33623,6.6040614
Guinea,GIN,6041094,8713.64,6374329,7040.38,6758838,7565.74,7163236,7211.25,7544291,7297.85,7871173,8398.94,8132552,8852.78,8337988,8327.05,8503297,8178.71,8653769,9487.69,8808546,8817.27,8971139,10259.4,9137345,10279.8,9309848,8858.55,9490229,9168.92,9679745,10108.6,9881428,20239.9,10096727,21987,10323142,33315.5,10556524,56318.7,10794170,28091.9,11035170,28372.819,11281469,28653.738
"Gambia, The",GMB,916808,614.322,949493,596.197,979718,620.796,1008358,608.797,1036829,629.967,1066223,659.246,1096708,662.956,1128169,661.934,1160944,656.411,1195420,674.76,1231844,721.813,1270495,784.369,1311349,789.694,1354194,659.429,1398573,734.488,1444204,754.406,1491021,765.623,1539116,1043.62,1588572,893.195,1639560,963.673,1692149,1018.9,1746363,1029.089,1802125,1039.278
Guinea-Bissau,GNB,1012280,861.628,1037155,804.838,1062800,864.545,1088569,851.565,1113541,864.296,1137122,914.178,1159060,904.561,1179727,902.979,1199915,951.383,1220794,1034.28,1243229,961.043,1267512,1088.48,1293523,1031.62,1321202,977.131,1350345,1058.66,1380838,1067.62,1412669,1199.36,1445958,1266.32,1480841,1218.46,1517448,1219.27,1555880,1392.82,1596154,1406.7482,1638139,1420.6764
"Equatorial Guinea",GNQ,426846,117.684,440624,272.009,455148,431.158,470610,589.569,487140,743.872,504871,788.354,523999,860.811,544636,1216.11,566673,1467.1,589938,1582.07,614323,1685.48,639762,2182.04,666407,1885.77,694611,1992.02,724817,2459.93,757317,2530.45,792217,2600.82,829327,2737.94,868418,2752.8,909111,2827.08,951104,2901.46,994290,2930.4746,1038593,2959.4892
Greece,GRC,10196792,7734.43,10319927,7653.22,10399061,7504.27,10460415,7548.29,10512922,7684.58,10562153,7711.16,10608800,7807.91,10661259,7979.63,10720509,8166.56,10761698,7895.14,10805808,8099.65,10862132,8230.93,10902022,8161.68,10928070,8202.29,10955141,8257.96,10987314,8214.62,11020362,8274.23,11048473,8315.35,11077841,8212.55,11107017,8428.08,11121341,8416.51,11104899,8343.290061,11045011,8254.870121
Grenada,GRD,96283,24.7507,96454,25.1214,97198,25.5177,98305,25.8473,99405,26.2511,100255,26.5793,100796,28.2216,101122,28.7837,101309,28.3198,101442,29.6204,101619,30.6928,101849,31.2772,102100,32.3986,102375,32.9079,102656,33.2486,102949,33.8493,103259,34.3655,103586,34.6336,103930,34.995,104296,35.4705,104677,35.9581,105075,36.317681,105481,36.677262
Greenland,GRL,55600,23.6707,55500,24.077,55300,24.5482,55200,24.9097,55500,25.2433,55800,25.5508,55900,25.8362,56000,26.1022,56100,26.3359,56100,26.55,56200,26.5386,56350,26.716,56609,26.6675,56765,26.9025,56911,27.0288,56935,27.2057,56774,27.3832,56555,27.5719,56328,27.7546,56323,27.9375,56905,28.1205,56890,28.401705,56810,28.68291
Guatemala,GTM,9263813,4798.37,9483270,5089.91,9708544,5156.11,9938692,5475.92,10172297,5315.73,10408489,5359.27,10646674,5473.29,10887634,5411.78,11133501,20745.8,11387203,6035.92,11650743,19384.7,11924946,6157.78,12208848,7229.09,12500478,12528.4,12796925,6259.31,13096028,8403.52,13397008,6176.92,13700286,6320.54,14006366,6363.84,14316208,6441.32,14630417,6742.52,14948919,6809.9452,15271056,6877.3704
Guam,GUM,130482,46.4886,133558,47.6965,136692,48.9552,139818,50.2266,142802,51.4761,145561,52.6878,148060,53.8501,150303,55.0175,152277,56.0646,153953,57.189,155329,58.318,156401,59.4542,157175,60.6005,157714,61.6726,158099,62.7558,158402,63.8273,158648,64.911,158855,66.0797,159035,67.3484,159231,68.6719,159444,70.0865,159678,70.787365,159973,71.48823
Guyana,GUY,743309,1256.15,744289,1390.74,748134,1580.36,753484,1759.09,758342,1446.42,761291,1684.55,761861,1677.45,760510,1662.19,757952,4210.27,755278,1229.39,753301,1079.4,752263,1307.19,751884,1234.65,751857,1303.02,751652,1328.64,750946,1314.02,749601,1164.88,747869,1252.71,746314,1377.05,745693,14406.8,746556,2082.36,749100,2103.1836,753091,2124.0072
"High income",HIC,1037334467,1860300.545,1045799408,1847631.916,1052656811,1830132.701,1061248480,1801346.285,1069147445,1819336.456,1078558586,1799507.333,1086071661,1794235.135,1093603568,1786611.692,1100763765,1768653.512,1108002668,1735219.055,1115010208,1735979.862,1122635089,1728380.018,1130299527,1717856.398,1137953182,1724664.877,1145971873,1719589.639,1154156034,1701849.42,1162908282,1702860.8,1172156434,1717210.604,1181962982,1709785.883,1190790909,1688105.238,1198787232,1687261.096,1204631343,1677667.863,1212058100,1662471.001
"Hong Kong SAR, China",HKG,5704500,1532.05,5752000,1593.63,5800500,1639.86,5901000,1720.01,6035400,1885.16,6156100,2101.75,6435500,2311.17,6489300,2517.45,6543700,2612.69,6606500,2639.52,6665000,2694.52,6714300,2705.4,6744100,2730.45,6730800,2758.53,6783500,2791.73,6813200,2825.07,6857100,2871.43,6916300,2921.37,6957800,2976.81,6972800,3033.28,7024200,3085.69,7071600,3116.5469,7150100,3147.4038
Honduras,HND,4955328,3971.38,5099951,4227.9,5247836,4030.18,5398805,3928.06,5552625,4160.61,5709051,4029.31,5867849,4169.24,6028882,3951.16,6192026,4004.87,6357221,3254.56,6524283,3446.92,6693061,3598.96,6863157,4179.87,7033821,4782.54,7204153,4898.77,7373430,5221.15,7541406,5181.01,7707972,5312.21,7872658,5415.81,8035021,5653.59,8194778,5729.65,8351600,5786.9465,8505646,5844.243
"Heavily indebted poor countries (HIPC)",HPC,355762200,496591.7292,366551884,425357.7002,377879250,560951.8694,389594161,428136.3034,401488248,455154.171,413418810,482198.855,425324425,458306.6692,437269757,460883.2514,449393754,474129.3647,461899663,473937.6636,474935556,481578.0941,488553040,493430.9712,502710676,490936.4943,517352559,479710.4971,532385197,528275.8935,547744433,521596.5153,563415107,637092.0249,579434057,867143.4575,595849807,674293.9231,612731524,687107.2708,630127436,665835.7283,648053253,672494.0856,666488623,679152.4429
Croatia,HRV,4780000,4165.94,4510000,4150.11,4470000,4049.03,4640000,4111.51,4650000,3894.95,4669000,3905.02,4494000,3839.25,4572000,3854.8,4501000,3799.62,4554000,3801.56,4426000,3953.48,4440000,4076.02,4440000,4182.29,4440000,4394.83,4439000,4495.01,4442000,4516.48,4440000,4741.54,4436000,4871.85,4434508,4861.73,4429078,4930.34,4417781,5035.01,4280622,4819.365102,4267558,4708.392205
Haiti,HTI,7099732,3307.79,7243391,3452.06,7386975,3663.09,7530705,3714.2,7674911,3744.12,7819806,3777.17,7965553,3890.28,8111951,3925.14,8258483,3976.77,8404398,4042.36,8549200,4132.52,8692567,4223.04,8834733,4165.97,8976552,4148.23,9119178,4174.05,9263404,4255.44,9409457,4317.27,9556889,4433.32,9705029,4492.07,9852870,4518.52,9999617,4497.27,10145054,4542.2427,10289210,4587.2154
Hungary,HUN,10373988,10067.7,10373400,9900.7,10369341,8853.05,10357523,8196.3,10343355,7700.56,10328965,7479.56,10311238,8684.53,10290486,8603.44,10266570,8421.45,10237530,8328.87,10210971,8241.43,10187576,8250.43,10158608,8433.15,10129552,8384.69,10107146,8273.52,10087065,7899.94,10071370,7789.31,10055780,7553.27,10038188,7409.59,10022650,7362.47,10000023,7282.64,9971727,7248.695521,9920362,7134.917042
"IDA total",IDA,842151196,951086.9072,865221465,873621.1143,888804426,1049152.16,912723862,894628.4678,936862791,920540.769,961225522,967596.468,985822652,931614.978,1010619076,947909.454,1035516178,974069.4257,1060610253,979020.9852,1086410522,975836.3933,1112771399,1019426.952,1139644030,991881.6765,1167019214,1003216.91,1194886742,1047752.051,1223223216,1063235.303,1252059280,1203804.369,1281448739,1469021.724,1311425875,1268020.759,1342020282,1274210.802,1373548091,1273116.654,1405680382,1285905.919,1438116264,1298695.201
"IDA blend",IDB,282899816,258092.4573,290487021,261671.9599,298118128,272974.8006,305759721,269094.2301,313402026,272040.0358,321107441,279275.5879,328964394,288449.4048,336924643,302243.7208,344939833,292298.7333,352915069,295632.413,361050467,308123.4237,369246309,314108.8632,377544104,306064.4761,385980348,318661.0815,394625729,329042.6575,403526930,334870.6859,412705870,349495.5925,422204235,374311.4585,432032769,368906.0398,442179341,362826.4438,452947421,363856.384,463997812,367248.4268,474993526,370640.4666
Indonesia,IDN,181436821,211531,184615979,391055,187766086,364640,190879523,229782,193945272,357567,196957849,200127,199914831,196284,202826465,912857,205715544,276717,208612556,181938,211540429,170032,214506502,203333,217508059,342524,220545214,216483,223614649,250429,226712730,307454,229838202,515945,232989141,214323,236159276,215937,239340478,302828,242524123,218937,245707511,221126.37,248883232,223315.74
"IDA only",IDX,559251380,692994.4499,574734444,611949.1544,590686298,776177.3594,606964141,625534.2377,623460765,648500.7332,640118081,688320.8801,656858258,643165.5732,673694433,645665.7332,690576345,681770.6924,707695184,683388.5722,725360055,667712.9696,743525090,705318.0883,762099926,685817.2004,781038866,684555.8288,800261013,718709.3936,819696286,728364.6168,839353410,854308.7768,859244504,1094710.266,879393106,899114.7191,899840941,911384.3584,920600670,909260.2695,941682570,918657.4917,963122738,928054.734
India,IND,870133480,513704,888054875,520959,906021106,524521,924057817,529117,942204249,535828,960482795,542270,978893217,547580,997405318,550939,1015974042,553240,1034539214,571165,1053050912,561733,1071477855,568476,1089807112,565939,1108027848,575287,1126135777,577716,1144118674,584676,1161977719,589705,1179681239,598069,1197146906,606364,1214270132,620918,1230980691,621480,1247236029,628938.0636,1263065852,636395.8272
